label,trajectory,ids
1,"[[114, 60], [111, 57], [112, 58], [124, 56], [127, 56], [132, 55], [133, 55], [134, 55], [133, 56], [134, 56], [134, 56], [129, 56], [137, 57], [142, 60], [146, 65], [146, 68], [147, 69], [146, 71], [144, 72], [144, 72]]","[[1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1]]"
1,"[[206, 67], [206, 67], [205, 67], [216, 69], [220, 70], [225, 76], [224, 74], [224, 74], [224, 74], [224, 74], [224, 73], [224, 74], [224, 75], [223, 75], [220, 74], [218, 73], [217, 73]]","[[1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1]]"
1,"[[190, 27], [182, 18], [180, 35], [183, 41], [193, 37]]","[[1], [1], [1], [1], [1]]"
1,"[[120, 74], [118, 72], [117, 71], [114, 68], [113, 65], [113, 63], [112, 59], [113, 55], [114, 54], [118, 53], [120, 53], [121, 52], [125, 50], [128, 47], [128, 46], [131, 43], [132, 41], [130, 39], [130, 39], [131, 42], [130, 42], [129, 44], [128, 46], [127, 46], [124, 46], [128, 48], [126, 53], [128, 53], [129, 54], [130, 54], [134, 54], [136, 55], [136, 56], [137, 59]]","[[1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1]]"
1,"[[118, 65], [117, 65], [116, 65], [116, 63], [115, 62], [114, 59], [114, 57], [114, 56], [114, 53], [115, 49], [116, 47], [119, 43], [121, 40], [122, 38], [124, 35], [125, 33], [132, 34], [134, 35]]","[[1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1]]"
1,"[[77, 57], [79, 53], [80, 51], [83, 48], [87, 46], [90, 46], [96, 48], [103, 51], [106, 52], [110, 54]]","[[1], [1], [1], [1], [1], [1], [1], [1], [1], [1]]"
1,"[[102, 70], [103, 69], [105, 67], [106, 65], [106, 64], [108, 64], [110, 63], [111, 64], [112, 64], [112, 63], [111, 63], [118, 62], [121, 63], [122, 63], [125, 65]]","[[1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1]]"
1,"[[243, 82], [230, 78], [226, 74], [224, 65], [225, 58], [225, 55], [220, 48], [213, 39], [211, 35], [210, 30], [211, 29], [211, 28], [211, 28], [210, 29]]","[[1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1]]"
1,"[[84, 18], [83, 18], [84, 18], [84, 19], [85, 20], [89, 24], [95, 31], [98, 35], [107, 45]]","[[1], [1], [1], [1], [1], [1], [1], [1], [1]]"
1,"[[90, 61], [92, 50], [96, 46], [97, 44], [100, 46], [106, 44], [104, 43], [100, 42], [96, 41], [94, 40], [89, 35], [88, 33], [89, 32], [86, 33], [82, 38], [79, 43], [73, 49], [66, 50], [71, 49], [82, 47], [95, 43], [102, 42], [116, 40], [125, 37], [128, 35], [132, 31], [136, 29], [140, 28], [144, 28], [139, 20], [138, 20], [132, 20], [128, 20], [126, 21], [117, 26], [109, 36], [105, 42], [102, 48], [93, 47], [85, 48], [72, 52], [63, 50], [61, 47]]","[[1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1]]"
1,"[[215, 67], [204, 64], [198, 63], [194, 62], [193, 65], [174, 59], [163, 61], [158, 63], [155, 63], [148, 59], [149, 64]]","[[1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1]]"
1,"[[41, 11], [33, 12], [27, 10], [18, 10], [10, 10], [9, 11], [13, 21]]","[[1], [1], [1], [1], [1], [1], [1]]"
1,"[[194, 48], [193, 47], [189, 41], [186, 40], [193, 40], [199, 39], [201, 39], [207, 39], [211, 40], [211, 42], [213, 48], [219, 58], [220, 66], [222, 77]]","[[1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1]]"
1,"[[152, 42], [155, 39], [157, 38], [158, 36], [161, 35], [162, 35], [163, 34], [168, 36], [172, 38], [180, 42], [187, 45], [188, 47], [193, 51], [199, 54], [203, 54], [206, 51], [209, 47]]","[[1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1]]"
1,"[[186, 31], [186, 30], [187, 26], [188, 23], [188, 21], [189, 19]]","[[1], [1], [1], [1], [1], [1]]"
1,"[[106, 0], [101, 5], [98, 11], [90, 11], [83, 10], [80, 10], [73, 12], [65, 11]]","[[1], [1], [1], [1], [1], [1], [1], [1]]"
1,"[[161, 28], [155, 26], [150, 25], [145, 26], [141, 26], [141, 26], [140, 27], [142, 28], [144, 29], [142, 31], [146, 33], [147, 33], [154, 35], [159, 37], [163, 37], [164, 37], [163, 38], [166, 37], [165, 37], [170, 39], [167, 40], [181, 46], [193, 59], [194, 58], [195, 58], [196, 57], [197, 56], [199, 54], [198, 51], [197, 50], [194, 48], [189, 42], [190, 41], [191, 41], [192, 44], [198, 47], [198, 48], [194, 49], [195, 49], [195, 49], [196, 46], [196, 44], [197, 42], [197, 39]]","[[1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1]]"
1,"[[186, 11], [184, 8], [182, 9], [180, 11], [179, 14], [179, 16], [179, 20], [185, 32], [188, 40], [192, 51], [194, 58], [194, 60], [194, 60], [196, 60], [198, 59], [198, 56], [196, 53], [196, 52], [196, 50], [194, 48], [194, 48], [193, 47], [191, 46], [191, 46], [189, 46], [194, 51], [197, 55], [203, 60], [202, 66], [203, 68], [198, 72], [196, 74], [195, 74], [200, 73], [200, 70], [202, 68], [208, 68], [210, 70]]","[[1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1]]"
1,"[[96, 37], [94, 39], [92, 39], [104, 39], [111, 40], [114, 41], [119, 46], [119, 56], [115, 57], [116, 61], [117, 62], [120, 61], [123, 62], [124, 61], [124, 60], [126, 57], [128, 55], [130, 53], [132, 49], [130, 48], [130, 44], [134, 41], [135, 40], [137, 39], [139, 40], [141, 41], [147, 44]]","[[1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1]]"
1,"[[197, 11], [192, 10], [190, 10], [187, 12], [182, 13], [186, 14], [181, 15]]","[[1], [1], [1], [1], [1], [1], [1]]"
1,"[[96, 52], [90, 46], [94, 43], [97, 42], [102, 41]]","[[1], [1], [1], [1], [1]]"
1,"[[232, 52], [221, 46], [200, 33], [180, 27], [172, 25], [161, 24]]","[[1], [1], [1], [1], [1], [1]]"
1,"[[142, 65], [142, 65], [144, 65], [149, 63], [155, 60], [158, 59], [163, 57], [169, 50], [172, 49], [181, 44], [187, 40], [189, 38], [192, 36], [187, 35], [195, 35], [199, 34]]","[[1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1]]"
1,"[[107, 50], [103, 50], [102, 50], [102, 52], [101, 50], [99, 44], [99, 39], [99, 36], [98, 29], [98, 24], [99, 23], [98, 22], [99, 22], [99, 22], [101, 24], [103, 26], [104, 27]]","[[1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1]]"
1,"[[165, 20], [147, 9], [151, 8], [149, 6], [145, 5], [143, 5], [140, 8], [136, 10], [139, 12], [138, 14], [146, 21], [152, 26], [159, 36], [163, 44], [170, 47], [170, 51], [187, 55], [187, 55], [189, 54], [189, 52], [188, 48], [198, 46], [200, 45], [202, 44], [203, 45], [205, 46], [206, 49], [210, 54], [212, 57], [214, 62], [218, 64], [221, 66], [222, 63]]","[[1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1]]"
1,"[[76, 36], [73, 32], [78, 31], [79, 30], [84, 28], [85, 26], [86, 26], [89, 26], [93, 27], [95, 28], [100, 28], [104, 28], [106, 28], [107, 28], [109, 30], [110, 31], [112, 34], [116, 36], [117, 35], [119, 33], [119, 33], [120, 33], [123, 32], [123, 31], [124, 30], [124, 30], [124, 30], [124, 31], [126, 32], [125, 33], [126, 33], [125, 35], [125, 36], [125, 38], [125, 41], [124, 44], [125, 46], [125, 49], [122, 50], [121, 50], [123, 52], [128, 55], [131, 57], [137, 60], [142, 62], [141, 58], [140, 50], [139, 47], [135, 39], [132, 33], [130, 31], [127, 28], [123, 27], [121, 26], [121, 27]]","[[1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1]]"
1,"[[114, 27], [114, 27], [112, 27], [112, 28], [112, 29], [110, 29], [109, 30], [109, 30], [108, 32], [106, 34], [108, 35], [110, 36], [110, 36], [111, 36], [114, 36], [113, 36], [113, 36], [111, 35], [108, 35], [108, 34], [110, 35], [111, 37], [113, 38], [115, 40], [118, 42], [119, 42], [123, 44], [124, 45], [127, 46], [133, 48], [143, 52], [146, 51], [145, 51], [144, 49]]","[[1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1]]"
1,"[[64, 48], [64, 43], [65, 37], [65, 33], [64, 32], [65, 30], [60, 28], [57, 27], [55, 26], [58, 26], [57, 26], [59, 25], [58, 23], [57, 24], [59, 24], [58, 24], [58, 24], [59, 24], [64, 21], [68, 18], [75, 14], [78, 12], [82, 10], [94, 8], [93, 2], [94, 2], [103, 3], [102, 7], [111, 4], [118, 2], [121, 0], [124, 10], [123, 4], [122, 5], [122, 11], [121, 21], [120, 26], [124, 35], [124, 36], [124, 35], [122, 32], [119, 28], [113, 23], [112, 21], [112, 19], [114, 15], [115, 13], [118, 12], [124, 10], [126, 9], [126, 6], [129, 1], [131, 0], [135, 0], [141, 0], [140, 0], [146, 0], [138, 0], [136, 0], [136, 0], [136, 2], [136, 3]]","[[1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1]]"
1,"[[122, 11], [114, 19], [113, 20], [114, 18], [119, 13], [122, 12], [122, 11], [122, 11], [127, 11], [130, 12], [135, 12], [139, 13], [143, 14], [146, 16], [152, 19], [154, 20]]","[[1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1]]"
1,"[[129, 2], [126, 0], [127, 0], [125, 0], [125, 1], [132, 2], [135, 2], [138, 4], [140, 4], [140, 5], [141, 5], [141, 5], [142, 4], [144, 6]]","[[1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1]]"
1,"[[115, 21], [114, 23], [113, 24], [112, 25], [111, 28], [111, 29], [112, 34], [116, 40], [119, 45], [123, 50], [124, 52], [125, 51], [131, 48], [141, 44], [145, 42], [154, 41], [163, 40]]","[[1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1]]"
1,"[[179, 0], [182, 0], [182, 0], [183, 0], [188, 0], [193, 0], [194, 0], [202, 7], [205, 13], [199, 17], [197, 19], [195, 23], [192, 26], [192, 27]]","[[1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1]]"
1,"[[187, 19], [182, 18], [173, 14], [162, 8], [157, 6], [146, 0], [137, 0], [135, 0]]","[[1], [1], [1], [1], [1], [1], [1], [1]]"
1,"[[149, 11], [146, 11], [143, 11], [141, 12], [136, 12], [126, 15], [123, 16], [113, 18], [106, 21], [102, 22], [96, 27], [90, 30], [89, 32]]","[[1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1]]"
1,"[[106, 0], [106, 0], [111, 0], [121, 0], [121, 0], [128, 0], [130, 0], [128, 0], [138, 0], [139, 0], [151, 7], [146, 14], [142, 20], [138, 28], [132, 34], [131, 35], [130, 32], [136, 26], [137, 24], [140, 18], [142, 14], [143, 12], [143, 10], [143, 8], [143, 7], [145, 8], [148, 9], [150, 11], [154, 15], [153, 20], [154, 21], [152, 20], [167, 16], [176, 14], [184, 10], [190, 8], [197, 10]]","[[1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1]]"
1,"[[107, 50], [102, 52], [102, 55], [104, 59], [108, 60], [109, 59]]","[[1], [1], [1], [1], [1], [1]]"
1,"[[100, 37], [105, 29], [112, 21], [114, 18], [119, 16], [115, 11], [106, 8], [103, 3], [103, 0], [106, 8], [109, 9], [110, 10]]","[[1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1]]"
1,"[[89, 28], [84, 25], [87, 25], [88, 26], [93, 27], [99, 29], [101, 31], [110, 36], [116, 41], [118, 44], [121, 51], [123, 55], [125, 58], [126, 60], [127, 61], [127, 62], [126, 65], [123, 67], [122, 68], [121, 67], [123, 67], [124, 66], [124, 63], [123, 59], [122, 57], [125, 54], [128, 53]]","[[1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1]]"
1,"[[109, 73], [110, 69], [110, 67], [116, 64], [120, 62], [122, 62], [126, 63], [130, 65], [132, 64], [138, 61], [142, 60], [142, 58], [144, 54], [147, 50], [151, 47]]","[[1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1]]"
1,"[[181, 38], [181, 46], [182, 49], [180, 44], [172, 38], [168, 34], [161, 26], [149, 15], [145, 10], [149, 0]]","[[1], [1], [1], [1], [1], [1], [1], [1], [1], [1]]"
1,"[[162, 70], [162, 65], [167, 53], [175, 46], [177, 43], [187, 42], [185, 39], [182, 39], [175, 38], [166, 33], [163, 31], [155, 26]]","[[1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1]]"
1,"[[121, 18], [132, 33], [144, 50], [154, 56], [163, 61], [168, 65], [170, 68], [179, 64], [188, 54], [189, 53], [187, 52], [181, 50], [180, 42]]","[[1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1]]"
1,"[[16, 55], [14, 54], [13, 51], [12, 45], [12, 40], [9, 37], [12, 30], [21, 22], [25, 19], [36, 13], [46, 11], [55, 8], [65, 7], [78, 7], [85, 7], [101, 3]]","[[1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1]]"
1,"[[106, 42], [106, 36], [111, 32], [125, 29], [127, 28], [130, 24], [133, 21], [135, 20], [138, 19]]","[[1], [1], [1], [1], [1], [1], [1], [1], [1]]"
1,"[[198, 8], [199, 10], [201, 12], [199, 13], [197, 11], [195, 4], [194, 2], [201, 0]]","[[1], [1], [1], [1], [1], [1], [1], [1]]"
1,"[[140, 25], [138, 25], [136, 22], [136, 19], [139, 14], [141, 12], [143, 8], [147, 4], [149, 2], [151, 0]]","[[1], [1], [1], [1], [1], [1], [1], [1], [1], [1]]"
1,"[[121, 0], [113, 2], [112, 11], [112, 32], [116, 46], [122, 45]]","[[1], [1], [1], [1], [1], [1]]"
1,"[[116, 45], [112, 42], [104, 34], [108, 29], [118, 26], [122, 24], [133, 20]]","[[1], [1], [1], [1], [1], [1], [1]]"
1,"[[89, 13], [91, 12], [98, 12], [103, 9], [113, 9]]","[[1], [1], [1], [1], [1]]"
1,"[[124, 48], [129, 46], [141, 41], [149, 41], [153, 41]]","[[1], [1], [1], [1], [1]]"
1,"[[93, 12], [93, 12], [100, 12], [105, 9], [108, 11], [112, 9], [118, 9], [124, 9], [132, 8]]","[[1], [1], [1], [1], [1], [1], [1], [1], [1]]"
1,"[[227, 13], [228, 14], [229, 13], [228, 10], [226, 6], [225, 3], [224, 0], [222, 0], [221, 0], [220, 0]]","[[1], [1], [1], [1], [1], [1], [1], [1], [1], [1]]"
1,"[[114, 14], [111, 12], [110, 12], [110, 10], [111, 10], [111, 8], [115, 9], [120, 8], [129, 7], [130, 7], [133, 8], [137, 3], [139, 3], [141, 2], [146, 2], [148, 0]]","[[1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1]]"
1,"[[84, 56], [86, 57], [88, 57], [92, 55], [97, 53], [101, 51], [107, 49], [113, 48], [115, 47], [119, 45], [123, 42], [125, 41], [129, 40], [134, 39], [136, 38], [141, 38], [144, 37]]","[[1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1]]"
1,"[[226, 27], [226, 17], [226, 12], [225, 4], [223, 0], [222, 0]]","[[1], [1], [1], [1], [1], [1]]"
1,"[[195, 7], [195, 12], [194, 15], [192, 15], [195, 14], [193, 14], [199, 13], [206, 11], [208, 10], [213, 8], [216, 6], [217, 5], [220, 5], [221, 5], [222, 5], [222, 5], [223, 6], [223, 7], [224, 8], [225, 9], [225, 9], [220, 9], [214, 8], [210, 8], [205, 10], [198, 16], [194, 19]]","[[1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1]]"
1,"[[210, 71], [211, 68], [214, 60], [219, 51], [220, 46], [224, 38], [226, 29], [226, 26], [230, 19], [234, 12], [237, 10], [241, 5], [244, 3], [243, 2], [246, 0], [252, 0], [254, 0]]","[[1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1]]"
1,"[[84, 25], [97, 19], [116, 11], [136, 4], [143, 2], [158, 0], [165, 0], [167, 0], [168, 0], [172, 0], [174, 0]]","[[1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1]]"
1,"[[109, 13], [97, 14], [90, 15], [76, 17], [64, 19], [59, 20], [53, 23], [38, 21], [39, 21], [45, 17], [47, 16], [48, 16], [49, 17], [55, 17], [58, 16], [64, 16], [70, 15], [73, 15], [80, 13], [88, 13], [93, 13]]","[[1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1]]"
1,"[[101, 2], [99, 4], [92, 8], [98, 5], [103, 15], [103, 22], [97, 29], [107, 26], [110, 22], [111, 16], [114, 12], [119, 11], [121, 9], [121, 3], [123, 0]]","[[1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1]]"
1,"[[180, 0], [186, 0], [190, 0], [194, 0], [196, 0]]","[[1], [1], [1], [1], [1]]"
1,"[[134, 71], [136, 63], [136, 59], [138, 54], [139, 49], [140, 45], [139, 38], [135, 34], [133, 32], [132, 30], [136, 30], [138, 31], [143, 33], [146, 34], [148, 34], [150, 36]]","[[1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1]]"
1,"[[108, 16], [108, 16], [113, 15], [119, 20], [118, 22], [119, 27], [122, 27], [125, 25], [136, 25], [148, 28], [153, 30], [159, 34], [160, 37], [163, 37], [170, 33], [179, 24], [184, 19], [190, 9], [190, 2], [191, 0]]","[[1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1]]"
1,"[[90, 59], [93, 55], [101, 52], [103, 50], [108, 47], [109, 42], [109, 40], [107, 36], [103, 33], [101, 32], [109, 31], [121, 34], [127, 36], [139, 43], [153, 44], [156, 43], [167, 40], [172, 37], [173, 35], [175, 33], [177, 32], [177, 33], [175, 34], [172, 32], [172, 32], [174, 33], [174, 33], [174, 33], [174, 33], [172, 34], [170, 35], [166, 36], [163, 38], [161, 39], [159, 41], [159, 45], [159, 46], [157, 49], [156, 53], [155, 55]]","[[1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1]]"
1,"[[115, 71], [117, 63], [127, 53], [131, 52], [136, 52], [127, 60]]","[[1], [1], [1], [1], [1], [1]]"
1,"[[109, 73], [111, 66], [118, 62], [125, 56], [125, 53], [124, 53], [125, 52], [126, 43], [128, 40]]","[[1], [1], [1], [1], [1], [1], [1], [1], [1]]"
1,"[[144, 25], [149, 23], [155, 26], [143, 18], [140, 16], [136, 15], [129, 14], [126, 15]]","[[1], [1], [1], [1], [1], [1], [1], [1]]"
1,"[[152, 25], [157, 20], [159, 17], [160, 16], [164, 21], [166, 23], [169, 21]]","[[1], [1], [1], [1], [1], [1], [1]]"
1,"[[219, 21], [218, 14], [219, 11], [221, 0], [224, 0]]","[[1], [1], [1], [1], [1]]"
1,"[[147, 9], [153, 20], [157, 26], [164, 36], [167, 40], [168, 43], [164, 43], [157, 44], [152, 44], [139, 43], [144, 40], [145, 39], [146, 38], [147, 43], [150, 48], [153, 56], [152, 64], [151, 67], [148, 66], [146, 63], [146, 61], [148, 56], [153, 51], [156, 49], [162, 45], [164, 43], [165, 43], [167, 40], [168, 41], [168, 43], [168, 46], [170, 53]]","[[1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1]]"
1,"[[209, 0], [210, 2], [213, 5], [218, 8], [218, 9], [218, 10], [219, 11], [220, 11], [222, 12]]","[[1], [1], [1], [1], [1], [1], [1], [1], [1]]"
1,"[[221, 20], [207, 16], [190, 15], [181, 15], [167, 13], [157, 12], [153, 11], [145, 9]]","[[1], [1], [1], [1], [1], [1], [1], [1]]"
1,"[[124, 53], [126, 56], [128, 56], [132, 54], [135, 53], [137, 52], [138, 50], [136, 53], [138, 58], [139, 65], [143, 68], [144, 69], [146, 69], [147, 70], [144, 71], [143, 70], [142, 69], [139, 69], [136, 68], [134, 66], [134, 64], [135, 62], [137, 58], [138, 56], [139, 52], [141, 46], [141, 44], [142, 37], [145, 32], [148, 29], [152, 25], [159, 21], [161, 19], [165, 17], [169, 15], [170, 14]]","[[1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1]]"
1,"[[161, 55], [149, 58], [143, 60], [135, 65], [128, 72]]","[[1], [1], [1], [1], [1]]"
1,"[[137, 77], [134, 67], [133, 62], [134, 57], [139, 55], [138, 54]]","[[1], [1], [1], [1], [1], [1]]"
1,"[[60, 7], [62, 7], [62, 11], [54, 9], [60, 9]]","[[1], [1], [1], [1], [1]]"
1,"[[118, 31], [119, 36], [120, 39], [120, 40], [119, 39], [118, 37], [118, 36], [121, 32], [124, 29], [125, 27], [129, 26], [132, 25], [135, 23], [136, 20], [137, 16]]","[[1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1]]"
1,"[[19, 56], [20, 54], [23, 53], [30, 50], [36, 50], [36, 48], [46, 45], [54, 41], [60, 39], [64, 37], [81, 35], [85, 34], [97, 33], [106, 31], [112, 30], [122, 27], [133, 25], [139, 24], [148, 23], [156, 23], [159, 23], [164, 23], [168, 22], [169, 21], [172, 16], [174, 8], [175, 3], [163, 0]]","[[1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1]]"
1,"[[130, 0], [130, 0], [137, 0], [142, 0], [145, 0], [144, 0], [145, 0], [148, 3], [152, 6], [155, 9], [155, 10], [158, 11], [160, 11], [161, 11], [163, 11], [162, 9], [161, 8], [160, 7], [161, 5], [162, 4], [165, 2], [169, 0]]","[[1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1]]"
1,"[[203, 83], [203, 83], [200, 81], [202, 79], [203, 77], [208, 69]]","[[1], [1], [1], [1], [1], [1]]"
1,"[[202, 38], [185, 31], [179, 30], [170, 30], [161, 26], [160, 22]]","[[1], [1], [1], [1], [1], [1]]"
1,"[[182, 0], [181, 0], [191, 0], [199, 0], [206, 1], [209, 3]]","[[1], [1], [1], [1], [1], [1]]"
1,"[[10, 51], [16, 43], [24, 32], [22, 15], [21, 10], [21, 10]]","[[1], [1], [1], [1], [1], [1]]"
1,"[[177, 5], [178, 9], [183, 13], [186, 13], [194, 12], [201, 10], [205, 9], [210, 7], [214, 4], [215, 3], [219, 1], [221, 0], [222, 0]]","[[1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1]]"
1,"[[5, 62], [14, 51], [25, 38], [33, 33], [45, 26], [63, 23], [67, 23]]","[[1], [1], [1], [1], [1], [1], [1]]"
1,"[[189, 0], [192, 0], [195, 0], [196, 0], [198, 0], [199, 0], [199, 0], [200, 0], [201, 0], [200, 0], [198, 0], [195, 0], [194, 0]]","[[1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1]]"
1,"[[30, 60], [41, 53], [44, 49], [54, 43], [67, 38], [75, 36], [86, 33], [97, 28], [101, 27], [109, 23]]","[[1], [1], [1], [1], [1], [1], [1], [1], [1], [1]]"
1,"[[126, 51], [124, 52], [114, 56], [105, 58], [100, 58], [96, 56], [92, 52]]","[[1], [1], [1], [1], [1], [1], [1]]"
1,"[[20, 40], [33, 28], [55, 12], [81, 0], [90, 0]]","[[1], [1], [1], [1], [1]]"
1,"[[232, 20], [229, 27], [226, 28], [225, 29], [225, 25], [226, 23], [228, 19], [229, 15], [230, 14], [231, 11], [232, 8], [233, 6], [234, 3], [235, 1], [237, 0]]","[[1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1]]"
1,"[[267, 102], [260, 94], [249, 87], [244, 86], [232, 81], [215, 77], [210, 75], [199, 74], [191, 70], [187, 68], [173, 61], [153, 58], [144, 57]]","[[1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1]]"
1,"[[25, 32], [38, 29], [40, 27], [55, 24], [67, 21], [74, 19], [85, 17], [98, 15], [102, 13]]","[[1], [1], [1], [1], [1], [1], [1], [1], [1]]"
1,"[[119, 12], [121, 13], [131, 7], [139, 0], [146, 0]]","[[1], [1], [1], [1], [1]]"
1,"[[254, 13], [262, 14], [272, 21], [274, 8], [280, 13], [286, 21], [282, 27], [278, 30], [274, 34]]","[[1], [1], [1], [1], [1], [1], [1], [1], [1]]"
1,"[[63, 6], [70, 10], [84, 11], [92, 12], [94, 12], [102, 13]]","[[1], [1], [1], [1], [1], [1]]"
